Times,Género,Nivel máximo de estudios,Alcaldía,Edad,¿Has escuchado alguna vez sobre la existencia de la violencia de género?,¿Consideras un problema la violencia de género?,¿Alguna ves has presenciado violencia de género?,¿Donde has presenciado violencia de género?,¿Cuáles crees que podrían ser formas de Violencia de género?,¿Por qué motivo crees que se dé la violencia de género?,¿Dentro de tu núcleo familiar has visto alguna vez violencia de género?,¿Qué te provoca esta encuesta?,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 10:46:23,Mujer,Preparatoria,Gustavo A. Madero,20,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 11:19:50,Hombre,Universidad,Otro,21,Sí,Sí,Sí,En la escuela,Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura, Apariencia física, Nivel educativo, Nivel socio económico",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 11:23:47,Mujer,Preparatoria,Otro,20,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 11:38:12,Hombre,Universidad,Miguel Hidalgo,23,Sí,Sí,Sí,"En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Falta de cultura, Nivel educativo, Nivel socio económico",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 12:44:20,Hombre,Universidad,Otro,21,Sí,Sí,No,"En la escuela, Ninguno",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 12:46:15,Mujer,Preparatoria,Otro,23,Sí,Sí,Sí,"En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 12:47:54,Mujer,Universidad,Otro,24,Sí,Sí,Sí,"En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 12:48:32,Mujer,Preparatoria,Otro,25,Sí,Sí,No,Ninguno,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 13:18:06,Mujer,Preparatoria,Otro,19,Sí,Sí,No,Ninguno,Todas las anteriores,Falta de educacion,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 13:20:33,Mujer,Universidad,Otro,26,Sí,Sí,Tal vez,"En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 13:22:07,Mujer,Secundaria,Miguel Hidalgo,26,Sí,Sí,Sí,"En el trabajo, En la escuela",Todas las anteriores,"Falta de educacion, Religión, Falta de cultura, Falta de difusión",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 13:22:52,Mujer,Preparatoria,Miguel Hidalgo,20,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 13:38:30,Hombre,Secundaria,Miguel Hidalgo,31,Sí,Sí,Sí,"En el trabajo, En la escuela",Todas las anteriores,Falta de educacion,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 13:44:01,Mujer,Universidad,Otro,31,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 14:05:18,Mujer,Universidad,Miguel Hidalgo,25,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, Todas las anteriores","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores",Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 14:10:26,Mujer,Universidad,Gustavo A. Madero,20,Sí,Sí,Sí,En la familia,Todas las anteriores,"Falta de educacion, Costumbre familiar",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 14:15:40,Mujer,Preparatoria,Gustavo A. Madero,20,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 14:34:23,Mujer,Preparatoria,Otro,39,Sí,Sí,No,Ninguno,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores",Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 14:36:54,Mujer,Preparatoria,Iztacalco,16,Sí,Sí,Sí,En la familia,"Abuso verbal, Menospreciar, Humillar, Acosar","Falta de educacion, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 15:33:00,Hombre,Universidad,Iztacalco,25,Sí,Sí,No,"En el trabajo, En la escuela",Todas las anteriores,"Falta de educacion, Costumbre familiar, Nivel educativo, Nivel socio económico",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 15:43:26,Mujer,Universidad,Gustavo A. Madero,19,Sí,Sí,Sí,"En la familia, En la escuela",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 15:46:04,Mujer,Universidad,Iztapalapa,23,Sí,Sí,Sí,"En el trabajo, En la escuela",Todas las anteriores,Todas las anteriores,Tal vez,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 16:05:56,Mujer,Universidad,Otro,29,Sí,Sí,Sí,En la familia,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Nivel educativo",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 16:15:31,Hombre,Universidad,Otro,19,Sí,Sí,No,Ninguno,Todas las anteriores,Todas las anteriores,No,Indiferencia,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 16:24:05,Hombre,Universidad,Gustavo A. Madero,32,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 16:32:12,Hombre,Universidad,Miguel Hidalgo,25,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 17:24:47,Mujer,Preparatoria,Gustavo A. Madero,18,Sí,Sí,No,Ninguno,"Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones",Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 17:56:55,Hombre,Universidad,Venustiano Carranza,28,Sí,Sí,Sí,"En la familia, En la escuela","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual","Falta de educacion, Costumbre familiar, Falta de cultura",Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 18:31:36,Mujer,Universidad,La Magdalena Contreras,39,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.), Todas las anteriores","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Falta de cultura, Nivel educativo, Nivel socio económico",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 18:37:34,Mujer,Maestría,Venustiano Carranza,43,Sí,Sí,Tal vez,"En alguna institución (gobierno, salud, etc.), En la calle",Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico, Falta de difusión",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 18:59:17,Mujer,Universidad,Otro,22,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 19:12:05,Mujer,Preparatoria,Azcapotzalco,40,Sí,Sí,Sí,"En la familia, Con amig@s","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores",Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 19:32:29,Mujer,Preparatoria,Iztacalco,44,Sí,Sí,Sí,"En la familia, En el trabajo, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 19:37:24,Mujer,Universidad,Miguel Hidalgo,35,Sí,Sí,No,Ninguno,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 21:28:46,Mujer,Preparatoria,Miguel Hidalgo,20,Sí,Sí,Sí,"En la familia, En la escuela",Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 21:52:56,Mujer,Universidad,Otro,19,Sí,Sí,Sí,"En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Negligencia por parte de las autoridades",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 21:57:31,Mujer,Preparatoria,Otro,20,Sí,Sí,Sí,"En la familia, En la escuela, En alguna institución (gobierno, salud, etc.)","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores",Costumbre familiar,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 22:39:39,Mujer,Universidad,Iztapalapa,23,Sí,Sí,Sí,"En la escuela, En alguna institución (gobierno, salud, etc.)","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar",Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2021 22:49:59,Mujer,Preparatoria,Gustavo A. Madero,22,Sí,Sí,No,Ninguno,"Abuso verbal, Abuso sexual","Falta de educacion, Costumbre familiar",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2021 5:11:35,Mujer,Preparatoria,Otro,18,Sí,Sí,Sí,"En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Falta de educacion,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2021 6:36:41,Mujer,Universidad,Otro,50,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2021 7:09:33,Mujer,Preparatoria,Otro,17,Sí,Sí,Sí,"En la familia, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Falta de difusión",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2021 13:23:29,Mujer,Universidad,Gustavo A. Madero,36,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2021 14:51:41,Mujer,Universidad,Cuauhtémoc,44,Sí,Sí,Sí,"En la familia, En la escuela, En alguna institución (gobierno, salud, etc.)","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico, Falta de difusión, Todas las anteriores",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2021 20:00:59,Mujer,Universidad,Otro,21,Sí,Sí,Sí,"En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.), Transporte público",Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2021 22:50:38,Mujer,Universidad,Tlalpan,42,Sí,Sí,Sí,"En la familia, En el trabajo",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2021 20:53:22,Mujer,Universidad,Gustavo A. Madero,18,Sí,Sí,Sí,En la escuela,Todas las anteriores,"Falta de educacion, Falta de cultura, Negligencia por parte de las autoridades",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2021 0:12:11,Mujer,Universidad,Iztapalapa,44,Sí,Sí,Sí,En el trabajo,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual",Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2021 10:54:20,Mujer,Universidad,Azcapotzalco,19,Sí,Sí,No,Ninguno,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2021 14:24:27,Mujer,Universidad,Azcapotzalco,26,Sí,Sí,Sí,En la escuela,Todas las anteriores,"Falta de educacion, Falta de cultura, Nivel educativo",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2021 16:06:01,Mujer,Universidad,Gustavo A. Madero,19,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2021 23:51:46,Mujer,Universidad,Miguel Hidalgo,20,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Falta de educacion,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2021 2:51:00,Mujer,Universidad,Gustavo A. Madero,22,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
